221,117
151,281
185,194
173,40
131,223
152,17
104,206
58,239
232,126
284,173
115,215
90,42
36,71
61,244
80,257
189,164
1,113
161,102
8,9
187,240
29,32
7,273
253,185
127,189
205,145
71,294
219,192
251,261
117,181
229,93
189,20
114,255
215,158
40,77
235,136
67,180
167,267
206,109
158,298
293,77
254,6
70,185
190,250
251,117
271,95
264,136
202,224
288,264
268,169
294,78
31,113
132,16
137,131
212,45
299,13
21,185
190,106
160,114
7,21
147,144
207,195
79,275
59,68
259,242
224,135
102,29
209,12
20,225
268,61
26,119
146,72
113,124
214,90
174,283
186,28
138,217
104,75
203,197
75,277
49,139
41,284
135,62
81,91
208,132
213,247
274,77
147,36
205,243
72,271
111,199
69,202
143,151
175,220
33,136
38,251
207,172
173,30
53,114
233,81
196,279
63,15
17,48
196,50
237,51
68,93
14,122
134,75
139,153
11,233
199,204
63,280
137,229
292,252
158,23
157,207
10,8
143,43
289,97
176,77
136,4
8,84
18,128
247,137
32,212
64,15
63,136
192,21
211,34
82,149
48,156
34,258
215,4
99,238
273,274
177,157
218,158
124,151
204,31
62,176
290,183
241,178
256,41
288,110
1,80
253,152
152,249
199,181
105,174
225,90
110,252
8,241
94,244
168,193
269,96
114,222
155,260
80,80
201,227
127,12
187,63
158,265
104,65
143,285
236,184
87,241
276,177
128,13
254,238
201,83
39,84
126,52
170,275
32,45
78,12
232,70
123,163
89,21
215,17
142,33
214,201
127,133
27,195
92,212
78,277
158,157
259,209
111,45
265,103
211,132
163,92
297,92
154,272
18,262
294,166
4,184
131,288
57,110
292,242
90,107
244,165
62,45
290,52
260,289
8,74
33,18
253,250
159,243
205,210
70,165
210,288
191,46
21,129
168,62
45,257
46,222
33,103
111,202
278,199
210,144
289,208
59,277
19,204
120,107
293,178
119,291
146,16
260,1
23,174
285,94
28,289
204,106
263,192
238,19
229,279
129,112
143,10
41,228
298,149
251,74
211,1
257,117
100,170
45,234
205,223
11,92
4,53
186,93
157,295
57,208
75,113
269,207
249,149
121,229
47,14
276,23
172,274
79,232
45,90
151,71
82,237
162,266
122,193
194,298
175,56
15,67
248,40
260,243
235,70
280,258
146,258
214,47
272,254
289,41
23,187
278,297
164,46
116,235
55,139
108,2
162,122
33,237
260,279
134,140
293,276
59,146
20,38
285,192
117,236
28,158
243,46
35,17
120,241
169,17
209,90
153,9
192,266
218,138
10,109
171,63
116,127
162,243
73,165
25,125
5,259
266,71
243,167
123,22
238,9
61,47
72,205
252,172
56,197
17,126
16,161
137,42
197,56
130,3
103,49
202,171
147,235
229,125
201,63
85,260
107,19
219,260
151,205
32,254
211,256
104,130
184,10
269,197
196,213
41,110
208,187
27,175
141,197
132,228
294,110
38,41
56,89
131,232
2,118
271,163
122,183
283,137
74,143
87,162
146,248
13,133
287,107
279,103
184,131
